"word","Freq","name"
"Bmx bike",1,"GIANYAR"
"Boa",1,"GIANYAR"
"Boa constrictor",1,"GIANYAR"
"Boar",1,"GIANYAR"
"board short",1,"GIANYAR"
"Boardsport",1,"GIANYAR"
"Bodyboarding",1,"GIANYAR"
"Bone",1,"GIANYAR"
"Bony-fish",1,"GIANYAR"
"Bougainvillea",1,"GIANYAR"
"Boutique hotel",1,"GIANYAR"
"Bowed string instrument",1,"GIANYAR"
"Bowl",1,"GIANYAR"
"Boza",1,"GIANYAR"
"Brain",1,"GIANYAR"
"Braising",1,"GIANYAR"
"Brassiere",1,"GIANYAR"
"Brickwork",1,"GIANYAR"
"Bridal party dress",1,"GIANYAR"
"Brimstones",1,"GIANYAR"
"Broomrape",1,"GIANYAR"
"Brown Pelican",1,"GIANYAR"
"Bucatini",1,"GIANYAR"
"Bucket",1,"GIANYAR"
"Bull and terrier",1,"GIANYAR"
"Bull terrier",1,"GIANYAR"
"Bumper",1,"GIANYAR"
"Bun",1,"GIANYAR"
"Bunk bed",1,"GIANYAR"
"Bunker",1,"GIANYAR"
"Cabbage butterfly",1,"GIANYAR"
"Cake decorating",1,"GIANYAR"
"Calçot",1,"GIANYAR"
"California-style pizza",1,"GIANYAR"
"Calm",1,"GIANYAR"
"Camera",1,"GIANYAR"
"Cameras & optics",1,"GIANYAR"
"Camouflage",1,"GIANYAR"
"Candle holder",1,"GIANYAR"
"Capellini",1,"GIANYAR"
"Caper",1,"GIANYAR"
"Caramel",1,"GIANYAR"
"Carbonara",1,"GIANYAR"
"Carbonated soft drinks",1,"GIANYAR"
"Card game",1,"GIANYAR"
"Carmine",1,"GIANYAR"
"Carnivorous plant",1,"GIANYAR"
"Carpet",1,"GIANYAR"
"Cash",1,"GIANYAR"
"Cathedral",1,"GIANYAR"
"Cattleya labiata",1,"GIANYAR"
"Cavalier king charles spaniel",1,"GIANYAR"
"Cavaquinho",1,"GIANYAR"
"Caving",1,"GIANYAR"
"Cecina",1,"GIANYAR"
"Ceiling fan",1,"GIANYAR"
"Ceiling fixture",1,"GIANYAR"
"Cervelle de canut",1,"GIANYAR"
"Ceviche",1,"GIANYAR"
"Cg artwork",1,"GIANYAR"
"Chalk",1,"GIANYAR"
"Championship",1,"GIANYAR"
"Chartreux",1,"GIANYAR"
"Cheering",1,"GIANYAR"
"Cheesecake",1,"GIANYAR"
"Chest of drawers",1,"GIANYAR"
"Chicken",1,"GIANYAR"
"Child art",1,"GIANYAR"
"Chimichanga",1,"GIANYAR"
"Chopper",1,"GIANYAR"
"Chow chow",1,"GIANYAR"
"Chow mein",1,"GIANYAR"
"Chowder",1,"GIANYAR"
"Christmas",1,"GIANYAR"
"Christmas decoration",1,"GIANYAR"
"Christmas tree",1,"GIANYAR"
"Chute",1,"GIANYAR"
"Circuit breaker",1,"GIANYAR"
"Circus",1,"GIANYAR"
"Clam chowder",1,"GIANYAR"
"Class",1,"GIANYAR"
"Classical architecture",1,"GIANYAR"
"Classroom",1,"GIANYAR"
"Claw",1,"GIANYAR"
"Cleanliness",1,"GIANYAR"
"Clergy",1,"GIANYAR"
"Club",1,"GIANYAR"
"Cob",1,"GIANYAR"
"Cobalt blue",1,"GIANYAR"
"Coca-cola",1,"GIANYAR"
"Cockatiel",1,"GIANYAR"
"Cocoa bean",1,"GIANYAR"
"Coddle",1,"GIANYAR"
"Coffee table",1,"GIANYAR"
"Cola",1,"GIANYAR"
"Colubridae",1,"GIANYAR"
"Competition",1,"GIANYAR"
"Computer desk",1,"GIANYAR"
"Computer keyboard",1,"GIANYAR"
"Computer monitor",1,"GIANYAR"
"Concert",1,"GIANYAR"
"Conference hall",1,"GIANYAR"
"Conifer",1,"GIANYAR"
"Conquistador",1,"GIANYAR"
"Consommé",1,"GIANYAR"
"Construction",1,"GIANYAR"
"Convenience store",1,"GIANYAR"
"Convention",1,"GIANYAR"
"Cookie",1,"GIANYAR"
"Cookies and crackers",1,"GIANYAR"
"Cooking plantain",1,"GIANYAR"
"Corn chowder",1,"GIANYAR"
"Costus family",1,"GIANYAR"
"Coucal",1,"GIANYAR"
"Countertop",1,"GIANYAR"
"Coupé",1,"GIANYAR"
"Cowboy hat",1,"GIANYAR"
"Craft",1,"GIANYAR"
"Crème fraîche",1,"GIANYAR"
"Cricket",1,"GIANYAR"
"Cricket-like insect",1,"GIANYAR"
"Crochet",1,"GIANYAR"
"Croissant",1,"GIANYAR"
"Crown",1,"GIANYAR"
"Crudités",1,"GIANYAR"
"Cuckoo",1,"GIANYAR"
"Culinary art",1,"GIANYAR"
"Currency",1,"GIANYAR"
"Cyclamen",1,"GIANYAR"
"Cylinder",1,"GIANYAR"
"Cypripedium",1,"GIANYAR"
"Dai pai dong",1,"GIANYAR"
"dandelion",1,"GIANYAR"
"Daphne",1,"GIANYAR"
"Dark 'n' stormy",1,"GIANYAR"
"Dawn",1,"GIANYAR"
"Degu",1,"GIANYAR"
"Dhole",1,"GIANYAR"
"Dinosaur",1,"GIANYAR"
"Dirt road",1,"GIANYAR"
"Display advertising",1,"GIANYAR"
"Display device",1,"GIANYAR"
"Display window",1,"GIANYAR"
"Diwali",1,"GIANYAR"
"Dogwood family",1,"GIANYAR"
"Domestic long-haired cat",1,"GIANYAR"
"Domestic rabbit",1,"GIANYAR"
"Domesticated turkey",1,"GIANYAR"
"Dondurma",1,"GIANYAR"
"Doogh",1,"GIANYAR"
"Door handle",1,"GIANYAR"
"Dragon li",1,"GIANYAR"
"Dragon lizard",1,"GIANYAR"
"Driftwood",1,"GIANYAR"
"Driving",1,"GIANYAR"
"Earl grey tea",1,"GIANYAR"
"Eastern Cottontail",1,"GIANYAR"
"Edible mushroom",1,"GIANYAR"
"Egg",1,"GIANYAR"
"Egret",1,"GIANYAR"
"Elapidae",1,"GIANYAR"
"Electronic instrument",1,"GIANYAR"
"Electronics",1,"GIANYAR"
"Embroidery",1,"GIANYAR"
"Entertainment",1,"GIANYAR"
"Eumenidae",1,"GIANYAR"
"Falcon",1,"GIANYAR"
"Falconiformes",1,"GIANYAR"
"Fedora",1,"GIANYAR"
"Fettuccine",1,"GIANYAR"
"Fiambre",1,"GIANYAR"
"Filmjölk",1,"GIANYAR"
"Financier",1,"GIANYAR"
"Fines herbes",1,"GIANYAR"
"Fireworks",1,"GIANYAR"
"Fish and chips",1,"GIANYAR"
"Fisherman",1,"GIANYAR"
"Fisheye lens",1,"GIANYAR"
"Fishing",1,"GIANYAR"
"Flag",1,"GIANYAR"
"Flamenco",1,"GIANYAR"
"Flight",1,"GIANYAR"
"Flip-flops",1,"GIANYAR"
"Floodplain",1,"GIANYAR"
"Flourless chocolate cake",1,"GIANYAR"
"Flyer",1,"GIANYAR"
"Fodder",1,"GIANYAR"
"Fog",1,"GIANYAR"
"Food group",1,"GIANYAR"
"Forage fish",1,"GIANYAR"
"Ford",1,"GIANYAR"
"Ford escape",1,"GIANYAR"
"Forge",1,"GIANYAR"
"Four o'clock family",1,"GIANYAR"
"Fox terrier",1,"GIANYAR"
"Fra diavolo sauce",1,"GIANYAR"
"frangipani",1,"GIANYAR"
"Frappé coffee",1,"GIANYAR"
"French fries",1,"GIANYAR"
"Fuel tank",1,"GIANYAR"
"Full-size car",1,"GIANYAR"
"Full moon",1,"GIANYAR"
"Galaxy",1,"GIANYAR"
"Ganache",1,"GIANYAR"
"Garden roses",1,"GIANYAR"
"Garden salad",1,"GIANYAR"
"Gardener",1,"GIANYAR"
"Gelatin dessert",1,"GIANYAR"
"German spitz",1,"GIANYAR"
"Ghee",1,"GIANYAR"
"Giant Swallowtail",1,"GIANYAR"
"Glutinous rice",1,"GIANYAR"
"Gnocchi",1,"GIANYAR"
"Goat meat",1,"GIANYAR"
"Goggles",1,"GIANYAR"
"Gold",1,"GIANYAR"
"Goldenrod",1,"GIANYAR"
"Gong",1,"GIANYAR"
"Gown",1,"GIANYAR"
"Grain",1,"GIANYAR"
"Gramophone record",1,"GIANYAR"
"Grandparent",1,"GIANYAR"
"Grasshopper",1,"GIANYAR"
"Grattachecca",1,"GIANYAR"
"Great dane",1,"GIANYAR"
"Great egret",1,"GIANYAR"
"Great horned owl",1,"GIANYAR"
"Great Spangled Fritillary",1,"GIANYAR"
"Gremolata",1,"GIANYAR"
"Grilling",1,"GIANYAR"
"Grocer",1,"GIANYAR"
"Guacamole",1,"GIANYAR"
"Gun",1,"GIANYAR"
"Hair coloring",1,"GIANYAR"
"Hamburger",1,"GIANYAR"
"Hammock",1,"GIANYAR"
"Hamper",1,"GIANYAR"
"Hand luggage",1,"GIANYAR"
"Handrail",1,"GIANYAR"
"Hardtop",1,"GIANYAR"
"Hare",1,"GIANYAR"
"Harp",1,"GIANYAR"
"Head restraint",1,"GIANYAR"
"Headstone",1,"GIANYAR"
"heater",1,"GIANYAR"
"Helicopter",1,"GIANYAR"
"Hemp family",1,"GIANYAR"
"Heron",1,"GIANYAR"
"Highball",1,"GIANYAR"
"Highway",1,"GIANYAR"
"Hollandaise sauce",1,"GIANYAR"
"Home accessories",1,"GIANYAR"
"Home door",1,"GIANYAR"
"Home fries",1,"GIANYAR"
"Honeymoon",1,"GIANYAR"
"Hoodie",1,"GIANYAR"
"Hostel",1,"GIANYAR"
"Hot dry noodles",1,"GIANYAR"
"Hot spring",1,"GIANYAR"
"Hotel",1,"GIANYAR"
"Hunting dog",1,"GIANYAR"
"Hybrid bicycle",1,"GIANYAR"
"Ice cream cone",1,"GIANYAR"
"Icing",1,"GIANYAR"
"Icon",1,"GIANYAR"
"Ikebana",1,"GIANYAR"
"Incandescent light bulb",1,"GIANYAR"
"Indian rhinoceros",1,"GIANYAR"
"Jacket",1,"GIANYAR"
"Jarana jarocha",1,"GIANYAR"
"Jewel bugs",1,"GIANYAR"
"Jewellery",1,"GIANYAR"
"Job",1,"GIANYAR"
"Jogging",1,"GIANYAR"
"Jumping",1,"GIANYAR"
"Kai yang",1,"GIANYAR"
"Kamikaze",1,"GIANYAR"
"Kandyan dance",1,"GIANYAR"
"Kei truck",1,"GIANYAR"
"Key lime",1,"GIANYAR"
"Key lime pie",1,"GIANYAR"
"Kids' meal",1,"GIANYAR"
"Kilt",1,"GIANYAR"
"Kindergarten",1,"GIANYAR"
"Kinkajou",1,"GIANYAR"
"Knitting",1,"GIANYAR"
"Korat",1,"GIANYAR"
"Krupuk",1,"GIANYAR"
"Kuchen",1,"GIANYAR"
"Lacustrine plain",1,"GIANYAR"
"lady tulip",1,"GIANYAR"
"Lamian",1,"GIANYAR"
"Lampides",1,"GIANYAR"
"Lantern",1,"GIANYAR"
"Laotian cuisine",1,"GIANYAR"
"Laptop part",1,"GIANYAR"
"Lasiommata",1,"GIANYAR"
"Latte",1,"GIANYAR"
"Laulau",1,"GIANYAR"
"Leek",1,"GIANYAR"
"Leek soup",1,"GIANYAR"
"Legume",1,"GIANYAR"
"Lei",1,"GIANYAR"
"Lens flare",1,"GIANYAR"
"Lentil",1,"GIANYAR"
"Leptidea",1,"GIANYAR"
"Leptidea sinapis",1,"GIANYAR"
"Light bulb",1,"GIANYAR"
"Lily",1,"GIANYAR"
"Lime",1,"GIANYAR"
"Limeade",1,"GIANYAR"
"Line art",1,"GIANYAR"
"Lineman",1,"GIANYAR"
"Lingerie",1,"GIANYAR"
"Litter",1,"GIANYAR"
"Lo mein",1,"GIANYAR"
"Locket",1,"GIANYAR"
"Locust",1,"GIANYAR"
"Log cabin",1,"GIANYAR"
"Long-tailed Blue",1,"GIANYAR"
"Longboard",1,"GIANYAR"
"Loom",1,"GIANYAR"
"Lower Keys Marsh Rabbit",1,"GIANYAR"
"Luggage and bags",1,"GIANYAR"
"Lumpia",1,"GIANYAR"
"Lycaena",1,"GIANYAR"
"Magazine",1,"GIANYAR"
"Magnolia",1,"GIANYAR"
"Mahi Mahi",1,"GIANYAR"
"Malagueta pepper",1,"GIANYAR"
"Mallard",1,"GIANYAR"
"Mallow family",1,"GIANYAR"
"Manakish",1,"GIANYAR"
"Manduca sexta",1,"GIANYAR"
"Map",1,"GIANYAR"
"Marmoset",1,"GIANYAR"
"Maroon",1,"GIANYAR"
"Martini",1,"GIANYAR"
"Masala",1,"GIANYAR"
"Massively multiplayer online role-playing game",1,"GIANYAR"
"Mast",1,"GIANYAR"
"Matoke",1,"GIANYAR"
"Mattress",1,"GIANYAR"
"Maze",1,"GIANYAR"
"Media",1,"GIANYAR"
"Meeting",1,"GIANYAR"
"Mercedes-benz",1,"GIANYAR"
"Mercedes-benz w108",1,"GIANYAR"
"Mercedes-benz w111",1,"GIANYAR"
"Metallophone",1,"GIANYAR"
"Metropolis",1,"GIANYAR"
"Meze",1,"GIANYAR"
"Mid-size car",1,"GIANYAR"
"Middle ages",1,"GIANYAR"
"Military camouflage",1,"GIANYAR"
"Milk punch",1,"GIANYAR"
"Milkfish",1,"GIANYAR"
"Milkshake",1,"GIANYAR"
"Milksnake",1,"GIANYAR"
"Milky way",1,"GIANYAR"
"Mineral spring",1,"GIANYAR"
"Miniature",1,"GIANYAR"
"Minidisc",1,"GIANYAR"
"Mining",1,"GIANYAR"
"Mint julep",1,"GIANYAR"
"Mixed grill",1,"GIANYAR"
"Mochi",1,"GIANYAR"
"Modern dance",1,"GIANYAR"
"Moisture",1,"GIANYAR"
"Molding",1,"GIANYAR"
"Momordica charantia",1,"GIANYAR"
"Money",1,"GIANYAR"
"Money handling",1,"GIANYAR"
"Moon",1,"GIANYAR"
"Mooncake",1,"GIANYAR"
"Moonlight",1,"GIANYAR"
"Mortar and pestle",1,"GIANYAR"
"Mosaic",1,"GIANYAR"
"Mosquito net",1,"GIANYAR"
"Motorcycle fairing",1,"GIANYAR"
"Mountain Cottontail",1,"GIANYAR"
"Mouse",1,"GIANYAR"
"Mousse",1,"GIANYAR"
"Multimedia",1,"GIANYAR"
"Music artist",1,"GIANYAR"
"Nachos",1,"GIANYAR"
"Nasi goreng",1,"GIANYAR"
"Nativity scene",1,"GIANYAR"
"Navel",1,"GIANYAR"
"Navy",1,"GIANYAR"
"Nebelung",1,"GIANYAR"
"Nem rán",1,"GIANYAR"
"Neon",1,"GIANYAR"
"Netbook",1,"GIANYAR"
"New year",1,"GIANYAR"
"New year's eve",1,"GIANYAR"
"News",1,"GIANYAR"
"Non-dairy creamer",1,"GIANYAR"
"Noodle soup",1,"GIANYAR"
"Nordic walking",1,"GIANYAR"
"Novel",1,"GIANYAR"
"Nuncio",1,"GIANYAR"
"Oak",1,"GIANYAR"
"Off-road vehicle",1,"GIANYAR"
"Off-roading",1,"GIANYAR"
"Okara",1,"GIANYAR"
"Omelette",1,"GIANYAR"
"Onion",1,"GIANYAR"
"Opera",1,"GIANYAR"
"Orator",1,"GIANYAR"
"Orb-weaver spider",1,"GIANYAR"
"Organization",1,"GIANYAR"
"Origami",1,"GIANYAR"
"Ornament",1,"GIANYAR"
"Otter",1,"GIANYAR"
"Outdoor recreation",1,"GIANYAR"
"Outer space",1,"GIANYAR"
"Outlet store",1,"GIANYAR"
"Overhead power line",1,"GIANYAR"
"Ox",1,"GIANYAR"
"Oxbow lake",1,"GIANYAR"
"Oxtail soup",1,"GIANYAR"
"Palace",1,"GIANYAR"
"Pan-bagnat",1,"GIANYAR"
"Pancake",1,"GIANYAR"
"Panna cotta",1,"GIANYAR"
"Pannekoek",1,"GIANYAR"
"Papilio",1,"GIANYAR"
"Pappardelle",1,"GIANYAR"
"Paprika",1,"GIANYAR"
"Parallel",1,"GIANYAR"
"Parasite",1,"GIANYAR"
"Parmigiana",1,"GIANYAR"
"Party supply",1,"GIANYAR"
"Passenger",1,"GIANYAR"
"Passion fruit juice",1,"GIANYAR"
"Pasta",1,"GIANYAR"
"Paste",1,"GIANYAR"
"Pastry chef",1,"GIANYAR"
"Patterdale terrier",1,"GIANYAR"
"Paw",1,"GIANYAR"
"Pea soup",1,"GIANYAR"
"Peafowl",1,"GIANYAR"
"Pekingese",1,"GIANYAR"
"Pembroke welsh corgi",1,"GIANYAR"
"Pendant",1,"GIANYAR"
"Penne",1,"GIANYAR"
"Peony",1,"GIANYAR"
"Percussion",1,"GIANYAR"
"Persian",1,"GIANYAR"
"Persillade",1,"GIANYAR"
"Phat si io",1,"GIANYAR"
"Pho",1,"GIANYAR"
"Phragmites",1,"GIANYAR"
"Pici",1,"GIANYAR"
"Piciformes",1,"GIANYAR"
"Pie",1,"GIANYAR"
"Pilates",1,"GIANYAR"
"Pilgrims",1,"GIANYAR"
"Pillow",1,"GIANYAR"
"Pineapple",1,"GIANYAR"
"Pink lady",1,"GIANYAR"
"Pinscher",1,"GIANYAR"
"Pint",1,"GIANYAR"
"Pit cave",1,"GIANYAR"
"Pizza cheese",1,"GIANYAR"
"Plaid",1,"GIANYAR"
"Plastic bottle",1,"GIANYAR"
"Platter",1,"GIANYAR"
"Plaza",1,"GIANYAR"
"Poached egg",1,"GIANYAR"
"Pom-pom",1,"GIANYAR"
"Poodle",1,"GIANYAR"
"Pop music",1,"GIANYAR"
"Pope",1,"GIANYAR"
"Pray",1,"GIANYAR"
"Predation",1,"GIANYAR"
"Printmaking",1,"GIANYAR"
"Projection screen",1,"GIANYAR"
"Protest",1,"GIANYAR"
"Psychedelic art",1,"GIANYAR"
"Public speaking",1,"GIANYAR"
"Puddle",1,"GIANYAR"
"Pumpernickel",1,"GIANYAR"
"Pumpkin",1,"GIANYAR"
"Puppy",1,"GIANYAR"
"Race track",1,"GIANYAR"
"Radish",1,"GIANYAR"
"Ranch",1,"GIANYAR"
"Rebana",1,"GIANYAR"
"Record player",1,"GIANYAR"
"Recreational fishing",1,"GIANYAR"
"Red onion",1,"GIANYAR"
"Religious item",1,"GIANYAR"
"Restroom",1,"GIANYAR"
"Rhinoceros",1,"GIANYAR"
"Ringlet",1,"GIANYAR"
"Riodinidae",1,"GIANYAR"
"Risotto",1,"GIANYAR"
"Ristretto",1,"GIANYAR"
"Road bicycle",1,"GIANYAR"
"Roar",1,"GIANYAR"
"Roasting",1,"GIANYAR"
"Rock concert",1,"GIANYAR"
"Rocking chair",1,"GIANYAR"
"Romaine lettuce",1,"GIANYAR"
"Romance",1,"GIANYAR"
"Rooster",1,"GIANYAR"
"Root vegetable",1,"GIANYAR"
"Rope",1,"GIANYAR"
"Rose",1,"GIANYAR"
"Rose family",1,"GIANYAR"
"Rotorcraft",1,"GIANYAR"
"Rutabaga",1,"GIANYAR"
"Sachertorte",1,"GIANYAR"
"Safari",1,"GIANYAR"
"Salak",1,"GIANYAR"
"Salt-cured meat",1,"GIANYAR"
"Saltimbocca",1,"GIANYAR"
"Samba",1,"GIANYAR"
"Sandal",1,"GIANYAR"
"Sandwich",1,"GIANYAR"
"Sandwich Cookies",1,"GIANYAR"
"Sate kambing",1,"GIANYAR"
"Saucer",1,"GIANYAR"
"Savanna",1,"GIANYAR"
"Scallion",1,"GIANYAR"
"Scampi",1,"GIANYAR"
"Scaphosepalum",1,"GIANYAR"
"Scrap",1,"GIANYAR"
"Screen",1,"GIANYAR"
"Seahorse",1,"GIANYAR"
"Seasoning",1,"GIANYAR"
"Security lighting",1,"GIANYAR"
"Sedan",1,"GIANYAR"
"Semifreddo",1,"GIANYAR"
"Serrano pepper",1,"GIANYAR"
"Shadow",1,"GIANYAR"
"Shallot",1,"GIANYAR"
"Shaolin kung fu",1,"GIANYAR"
"Shed",1,"GIANYAR"
"Shinto shrine",1,"GIANYAR"
"Shot glass",1,"GIANYAR"
"Shotgun",1,"GIANYAR"
"Shrimp",1,"GIANYAR"
"Siam tulip",1,"GIANYAR"
"Silhouette",1,"GIANYAR"
"Singapore sling",1,"GIANYAR"
"Siu yeh",1,"GIANYAR"
"Skateboard",1,"GIANYAR"
"Skull",1,"GIANYAR"
"Slate",1,"GIANYAR"
"Sleeve",1,"GIANYAR"
"Slider",1,"GIANYAR"
"Slipper",1,"GIANYAR"
"Slush",1,"GIANYAR"
"Soba",1,"GIANYAR"
"Solanum",1,"GIANYAR"
"Soto ayam",1,"GIANYAR"
"Sparkler",1,"GIANYAR"
"Spice rack",1,"GIANYAR"
"Spicebush Swallowtail",1,"GIANYAR"
"Spinach salad",1,"GIANYAR"
"Spire",1,"GIANYAR"
"Spoke",1,"GIANYAR"
"Spoon",1,"GIANYAR"
"Spoonbill",1,"GIANYAR"
"Sports drink",1,"GIANYAR"
"Spring greens",1,"GIANYAR"
"Squirrel",1,"GIANYAR"
"Stained glass",1,"GIANYAR"
"Stallion",1,"GIANYAR"
"Star",1,"GIANYAR"
"Steak",1,"GIANYAR"
"Steel",1,"GIANYAR"
"Straw",1,"GIANYAR"
"Stream bed",1,"GIANYAR"
"Street dog",1,"GIANYAR"
"Street sign",1,"GIANYAR"
"studio couch",1,"GIANYAR"
"Stunt",1,"GIANYAR"
"Stunt performer",1,"GIANYAR"
"Sumatran rhinoceros",1,"GIANYAR"
"Sun hat",1,"GIANYAR"
"Supermoto",1,"GIANYAR"
"Supernatural creature",1,"GIANYAR"
"Surface water sports",1,"GIANYAR"
"Surfboard",1,"GIANYAR"
"Surfing",1,"GIANYAR"
"Surfing Equipment",1,"GIANYAR"
"Suspension bridge",1,"GIANYAR"
"Suzuki sj",1,"GIANYAR"
"Swan",1,"GIANYAR"
"Swimwear",1,"GIANYAR"
"Swing",1,"GIANYAR"
"Symbol",1,"GIANYAR"
"Synagogue",1,"GIANYAR"
"T'ai chi ch'uan",1,"GIANYAR"
"Taco",1,"GIANYAR"
"Tagliatelle",1,"GIANYAR"
"Take-out food",1,"GIANYAR"
"Taquito",1,"GIANYAR"
"Tasmanian devil",1,"GIANYAR"
"Taste",1,"GIANYAR"
"Tea",1,"GIANYAR"
"Tea set",1,"GIANYAR"
"Teal",1,"GIANYAR"
"Team sport",1,"GIANYAR"
"Teleconverter",1,"GIANYAR"
"Teriyaki",1,"GIANYAR"
"Terrier",1,"GIANYAR"
"Thai fried rice",1,"GIANYAR"
"Thermokarst",1,"GIANYAR"
"Thumb",1,"GIANYAR"
"Ticket",1,"GIANYAR"
"Tide",1,"GIANYAR"
"Tin",1,"GIANYAR"
"Tin can",1,"GIANYAR"
"Tints and shades",1,"GIANYAR"
"Toilet",1,"GIANYAR"
"Tomb",1,"GIANYAR"
"Tool",1,"GIANYAR"
"Tooth",1,"GIANYAR"
"Torii",1,"GIANYAR"
"Torte",1,"GIANYAR"
"Tortilla chip",1,"GIANYAR"
"Tostada",1,"GIANYAR"
"Totopo",1,"GIANYAR"
"Touchpad",1,"GIANYAR"
"Traditional japanese musical instruments",1,"GIANYAR"
"Traditional korean musical instruments",1,"GIANYAR"
"Traffic congestion",1,"GIANYAR"
"Training",1,"GIANYAR"
"tree mallow",1,"GIANYAR"
"Tribal chief",1,"GIANYAR"
"Tributary",1,"GIANYAR"
"Trophy",1,"GIANYAR"
"Tuber",1,"GIANYAR"
"Tundra",1,"GIANYAR"
"Turkey Vulture",1,"GIANYAR"
"Turkish delight",1,"GIANYAR"
"Ukulele",1,"GIANYAR"
"Ultramarathon",1,"GIANYAR"
"Undergarment",1,"GIANYAR"
"Universe",1,"GIANYAR"
"Variegated Fritillary",1,"GIANYAR"
"Vegan nutrition",1,"GIANYAR"
"Vegetable juice",1,"GIANYAR"
"Vespa",1,"GIANYAR"
"Vestment",1,"GIANYAR"
"Viennoiserie",1,"GIANYAR"
"Vine",1,"GIANYAR"
"Vintage car",1,"GIANYAR"
"Vodka",1,"GIANYAR"
"Wakame",1,"GIANYAR"
"Wallet",1,"GIANYAR"
"Water transportation",1,"GIANYAR"
"Water well",1,"GIANYAR"
"Weaving",1,"GIANYAR"
"Welsh onion",1,"GIANYAR"
"Wheat beer",1,"GIANYAR"
"Whipped cream",1,"GIANYAR"
"White pine",1,"GIANYAR"
"White rhinoceros",1,"GIANYAR"
"Wild turkey",1,"GIANYAR"
"Wind instrument",1,"GIANYAR"
"Wine",1,"GIANYAR"
"Wine bottle",1,"GIANYAR"
"Winter melon punch",1,"GIANYAR"
"Wire hair fox terrier",1,"GIANYAR"
"Wolf",1,"GIANYAR"
"Wonton noodles",1,"GIANYAR"
"Woo woo",1,"GIANYAR"
"wood rabbit",1,"GIANYAR"
"Wool",1,"GIANYAR"
"Woolen",1,"GIANYAR"
"Wrist",1,"GIANYAR"
"Writing",1,"GIANYAR"
"Xylophone",1,"GIANYAR"
"Yellow onion",1,"GIANYAR"
"Yi mein",1,"GIANYAR"
"Yucca",1,"GIANYAR"
"zedoary",1,"GIANYAR"
"Zipper",1,"GIANYAR"
"Ale",2,"GIANYAR"
"Altar",2,"GIANYAR"
"American alligator",2,"GIANYAR"
"American crocodile",2,"GIANYAR"
"Animation",2,"GIANYAR"
"Artist",2,"GIANYAR"
"Athlete",2,"GIANYAR"
"Athletics",2,"GIANYAR"
"Automotive design",2,"GIANYAR"
"Backpack",2,"GIANYAR"
"Bacon",2,"GIANYAR"
"Bake sale",2,"GIANYAR"
"Bathroom",2,"GIANYAR"
"Bean",2,"GIANYAR"
"Bedding",2,"GIANYAR"
"Bench",2,"GIANYAR"
"Bird's eye chili",2,"GIANYAR"
"Bird feeder",2,"GIANYAR"
"Bird of prey",2,"GIANYAR"
"Birth",2,"GIANYAR"
"Blackboard",2,"GIANYAR"
"Block party",2,"GIANYAR"
"Blue-collar worker",2,"GIANYAR"
"Bombyx mori",2,"GIANYAR"
"Borassus flabellifer",2,"GIANYAR"
"Brand",2,"GIANYAR"
"Brass",2,"GIANYAR"
"Breakfast sandwich",2,"GIANYAR"
"Bride",2,"GIANYAR"
"Buttercream",2,"GIANYAR"
"Cabinetry",2,"GIANYAR"
"Café au lait",2,"GIANYAR"
"Caffè americano",2,"GIANYAR"
"Caffeine",2,"GIANYAR"
"Calf",2,"GIANYAR"
"Calligraphy",2,"GIANYAR"
"Camera accessory",2,"GIANYAR"
"Camera lens",2,"GIANYAR"
"Candle",2,"GIANYAR"
"Candy corn",2,"GIANYAR"
"Cap",2,"GIANYAR"
"Caribbean",2,"GIANYAR"
"Carousel",2,"GIANYAR"
"Cave",2,"GIANYAR"
"Cayenne pepper",2,"GIANYAR"
"Celestial event",2,"GIANYAR"
"Centrepiece",2,"GIANYAR"
"Chaas",2,"GIANYAR"
"Chapel",2,"GIANYAR"
"Chef",2,"GIANYAR"
"Chest hair",2,"GIANYAR"
"Chili pepper",2,"GIANYAR"
"Chinese herb tea",2,"GIANYAR"
"Chinese hibiscus",2,"GIANYAR"
"Chocolate brownie",2,"GIANYAR"
"Chopsticks",2,"GIANYAR"
"Christmas eve",2,"GIANYAR"
"Christmas Orchid",2,"GIANYAR"
"Christmas ornament",2,"GIANYAR"
"Church",2,"GIANYAR"
"Circle",2,"GIANYAR"
"Collage",2,"GIANYAR"
"Combretaceae",2,"GIANYAR"
"Comfort",2,"GIANYAR"
"Competition event",2,"GIANYAR"
"Contact sport",2,"GIANYAR"
"cooktown orchid",2,"GIANYAR"
"Cookware and bakeware",2,"GIANYAR"
"Cow-goat family",2,"GIANYAR"
"Cream of mushroom soup",2,"GIANYAR"
"Cross",2,"GIANYAR"
"Curcuma",2,"GIANYAR"
"Curtain",2,"GIANYAR"
"Daiquiri",2,"GIANYAR"
"Dandelion coffee",2,"GIANYAR"
"Dastar",2,"GIANYAR"
"Day dress",2,"GIANYAR"
"Deer",2,"GIANYAR"
"Denim",2,"GIANYAR"
"Desk",2,"GIANYAR"
"Desktop computer",2,"GIANYAR"
"Disco",2,"GIANYAR"
"Dishware",2,"GIANYAR"
"Domestic pig",2,"GIANYAR"
"Domestic short-haired cat",2,"GIANYAR"
"Downtown",2,"GIANYAR"
"Dragon",2,"GIANYAR"
"Drama",2,"GIANYAR"
"Ducks, geese and swans",2,"GIANYAR"
"earthenware",2,"GIANYAR"
"Elbow",2,"GIANYAR"
"Elder",2,"GIANYAR"
"Electrical supply",2,"GIANYAR"
